,FIG_ID,Publisher,caption,class,image_url,pmc_url,uid,FigName,DownloadURL
0,30570.0,Plos One,"Administration of rIL-21 to DEX-injected animals induces Bcl-6 expression in DP thymocytes.A–B) Representative flow-cytometry analysis of Bcl2 expression in DN and DP thymocytes derived from PBS-, DEX/PBS- or DEX/rIL-21-treated mice. C) Compiled mean fluorescent intensity for Bcl2 analysis. D–E) Representative flow-cytometry analysis for Bcl2l1 in DN and DP thymocytes from the same experimental groups. F) Compiled mean fluorescent intensity for Bcl2l1 analysis. G–H) Representative flow-cytometry analysis for Bcl6 in DN and DP thymocytes using same experimental groups. I) Compiled mean fluorescent intensity for Bcl6 analysis. For all experiments performed, we tested 3 mice per group, *P&lt;0.05. Data shown are representative of 3 separate experiments.",flow_cytometry,https://openi.nlm.nih.gov/imgs/512/31/3759406/PMC3759406_pone.0072801.g004.png,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3759406,PMC3759406,PMC3759406_pone.0072801.g004.jpg,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3759406/bin/pone.0072801.g004.jpg
1,22352.0,Plos One,"Decreased plasma levels of let-7c for patients with breast cancer versus healthy controls in CA group.A–B) Data from microarray profiling of 20 participants: The fold change of let-7c in case relative to control is −3.0 (P = 0.015, AUC  = 0.84). C–D) Data from RT-qPCR validation in an independent set of 30 participants: The fold change of let-7c in case relative to control is −1.9 (P = 0.01, AUC  = 0.78).",microarrays,https://openi.nlm.nih.gov/imgs/512/205/2966402/PMC2966402_pone.0013735.g004.png,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2966402,PMC2966402,PMC2966402_pone.0013735.g004.jpg,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2966402/bin/pone.0013735.g004.jpg
2,144781.0,Plos One,"DE-probe overlap with genomic annotation (Normal versus Tumor).A.–D.: Number of DE-probes significantly differentially expressed between normal and tumor samples () and mapping to different genomic annotations. Log2 transformed odds ratios and their 95% confidence interval for the respective annotation dataset are shown. Odds ratios of observed versus expected probe overlaps were calculated and tested by Fisher's exact test for significant enrichment or depletion, with *** indicating , ** , and * , respectively. Results are shown (A.) for DE-probes located in annotated protein coding genes versus intergenic space based on Gencode release v12, (B.–D.) for intergenic or intronic non-coding DE-probes either located in several classes of known and predicted ncRNAs (B.), in non-coding transcripts regulated during cell cycle (CC), upon TP53 or Stat3 induction [43] (C.), or in regulatory sites (D.). (E.) Fraction of unique non-coding DE-loci in exons of known short and long ncRNAs, in genomic sites with conserved secondary structures, in antisense-direction to known non-coding exons (Gencode v12), or in novel sites. Numbers denote absolute number of DE-loci located in novel sites. For detailed output of Fisher's exact tests see Table S4, and Table S7 for detailed description of annotation datasets.",others-openset,https://openi.nlm.nih.gov/imgs/512/49/4180073/PMC4180073_pone.0106076.g002.png,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4180073,PMC4180073,PMC4180073_pone.0106076.g002.jpg,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4180073/bin/pone.0106076.g002.jpg
3,145678.0,Scientific Reports,"Loss of Dystroglycan, Coracle or Calmoduline represses the seizure phenotype of Dystrophin mutants.(a) Seizure indices show that Dg and cora mutants do not have seizures (Table 1) and mutations in Dg, Cam or cora suppress the seizure phenotype in Dys transheterozygous animals (P  =  0.032, 0.006 and 0.017 respectively when compared to Dys/+ animals). Animals carrying RNAi constructs against both Dys and Dg also showed a 50% decrease in seizure activity when downregulated during development and 17% when downregulated after development indicating a repression of the phenotype by downregulation of Dg (P  =  0.072 and 0.017 respectively compared to Dys RNAi mutant, Table 1). Statistics were done using a one-tailed Mann-Whitney U-test. (b) Electrical output from IFM vs. temperature. (c) In control animals Dg (magenta) is localized to the NMJ. Dys mutants have a decreased amount of Dg at the NMJ, but some Dg localization is still observed. Dg mutants have no Dg localized to the NMJ. Transheterozygous animals (Dg/+;Dys/+, cora/+;Dys/+) show a significant decrease in Dg staining at the NMJ as well. The overall structure and presence of NMJs does not appear to be altered in the mutants as can be seen via Dlg staining (green). (d) In adult abdominal NMJs DGluRIIA is localized similarly in Dys mutants as in the wild type (OregonR) animals; however, Dg loss-of-function mutants have a decreased amount of the receptor. Statistics on relative intensities were done using a Student's t-test compared to OregonR where the error bars represent the average deviation from the mean. *P ≤ 0.05, **P ≤ 0.01, ***P ≤ 0.001.",others-openset,https://openi.nlm.nih.gov/imgs/512/113/3216534/PMC3216534_srep00047-f3.png,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3216534,PMC3216534,PMC3216534_srep00047-f3.jpg,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3216534/bin/srep00047-f3.jpg
4,53619.0,Scientific Reports,"Splenic cell population analysis of pre-diseased Sharpincpdm mice demonstrates cellular dysregulation.Representative images of control and Sharpincpdm mice on day 45 post birth (a) and day 25 post birth (d), depicting the extent of dermatitis on the dorsal and ventral sides. White dotted line outlines the area of dermatitis in the Sharpincpdm mice. Spleen image (b,e) and weight (c,f) of control and Sharpincpdm mice on indicated days. (g–m) Flow cytometry analysis of splenocytes from control and Sharpincpdm mice on day 25. Representative flow plots of CD11b+Gr1+ neutrophils (g), CD4+ and CD8+ T cells (i), and CD19+MHCII+ B cells (l) in the spleen. Cumulative bar graphs representing frequencies of CD11b+Gr1+ neutrophils (h), CD4+ T cells (j), CD8+ T cells (k), and CD19+MHCII+ B cells (m) in the spleen. Control, n = 7; Sharpincpdm, n = 6 for (c). Control, n = 4; Sharpincpdm, n = 4 for h, j, k, and m. Bar graphs are presented as means ± s.e.m. and are representative of at least two independent experiments. Statistical significance was determined by Mann-Whitney testing, and P values less than 0.05 are considered statistically significant. *P &lt; 0.05.",graphs,https://openi.nlm.nih.gov/imgs/512/221/5125001/PMC5125001_srep36634-f2.png,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC5125001,PMC5125001,PMC5125001_srep36634-f2.jpg,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5125001/bin/srep36634-f2.jpg
5,33429.0,Scientific Reports,"Erythrocyte ATP is required for merozoite invasion.(a) Method for quantifying merozoite invasion by flow cytometry. Free GFP-expressing merozoites are added to fresh erythrocytes in a 96-well plate format under agitation for 40 min. Samples are stained with ethidium bromide (EtBr), which labels the parasite nucleus, washed and run on a flow cytometer using a high-throughput plate reader. After gating on erythrocytes, the proportion of red blood cells invaded by merozoites can be quantified. Erythrocytes alone are GFP and EtBr low, while red blood cells with associated parasites and free merozoites are GFP high. EtBr distinguishes between erythrocytes with bound extracellular merozoites, which stain high, and those infected with new rings, which stain low. Here, a new ring-stage parasitemia of 4.5% was achieved, a population that is absent when the invasion assay was performed in the presence of the invasion inhibitor heparin. (b) Invasion rate into cells depleted of ATP for different amounts of time, where invasion is expressed as a percentage relative to the new ring parasitemia of control cells that were incubated in PBS alone. **p &lt; 0.05, ***p &lt; 0.01, ****p &lt; 0.0001, NS = non-significant difference, two-tailed unpaired t-test. Graph displays mean +/−SEM. n = 3 in triplicate. (c) When free D10-PHG merozoites are added to resealed erythrocytes and stained with EtBr, dextran-Alexa647 allows quantitation of invasion into resealed cells by flow cytometry. (d) Invasion rate into erythrocytes resealed in the presence of different concentrations of either ATP or AMP-PNP, where invasion is expressed as a percentage relative to the new ring parasitemia of control cells that were resealed in the presence of 1 mM ATP. ****p &lt; 0.0001, two-tailed unpaired t-test. Graph displays mean +/−SEM. n = 3 in triplicate. (e) Live imaging of erythrocytes resealed under different conditions, where dextran-Alexa647 marks successfully resealed cells.",flow_cytometry,https://openi.nlm.nih.gov/imgs/512/272/4735681/PMC4735681_srep19766-f1.png,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4735681,PMC4735681,PMC4735681_srep19766-f1.jpg,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4735681/bin/srep19766-f1.jpg
6,137468.0,Nucleic Acids Research,"Cleavage of truncated phosphodiester and 3′-phosphorothiolate DNA substrates by WT BfiI and the WT/H105A heterodimer. The reactions contained 50–100 nM enzyme dimer and 1–2 nM radiolabeled DNA. The samples were collected and processed as described in ‘Materials and Methods’ section. (A and B) WT enzyme on the phosphodiester (3′-O) and 3′-phosphorothiolate (3′-S) substrates, 14/15 and 14/15s respectively. Cartoons above the graphs depict scissile linkages of the corresponding substrates. The time courses of intact substrate (filled symbols), covalent intermediate (open circles) and final product (open triangles) are shown: multiple data points at each time indicate values from repeat experiments. The inserts magnify the covalent intermediate data (&lt;2 and &lt;4% of total DNA for 3′-O and 3′-S substrates, respectively). Solid lines in both panels are the best fit of the experimental data to Equation (1) using a shared value of k2 for both substrates. The optimal fit gave k1(3′-O) = 2.1 ± 0.1 s−1, k1(3′-S) = 7.7 ± 0.1 s−1 and k2 = 170 ± 30 s−1. (C and D) The BfiI WT/H105A heterodimer on the 14/15 and 14/15s substrates. The heterodimer cleaved the 3′-S substrate 14/15s (filled circles), to form the covalent intermediate (open circles) and the final product (open triangles). The cartoon depicts the putative course of this reaction: upon mixing heterodimeric enzyme with the 14/15s substrate (the white box in the duplex marks the recognition site), only a fraction (A%) of DNA is bound by the enzyme in its active orientation capable of catalysis; the remaining fraction of the substrate (100-A%) may be cleaved only after re-binding of the enzyme in the active orientation (a slow process described by the rate constant k3). Solid lines are the optimal fit of this scheme to the 14/15s DNA cleavage data. The determined parameters are: k1 = 0.19 ± 0.02 s−1, k2 = 0.010 ± 0.001 s−1, k3 = 0.0014 ± 0.0002 s−1 and A = 54 ± 3%. Reactions of the WT/H105A heterodimer on the 3′-O substrate 14/15 are also shown (filled triangles). A single exponential fit (dashed line) gave a rate constant of 2 × 10−6 s−1 for the decline in concentration of the 14/15 substrate. (E) The impact of the single H105A substitution on BfiI activity. Compared to WT BfiI (WT/WT), the WT/H105A heterodimer lacking one active-site histidine had virtually no activity on the phosphodiester substrate, but cleaved the 3′-phosphorothiolate substrate with a 40-fold decrease in the rate of covalent intermediate formation and a 17 000-fold decrease in the rate of covalent intermediate hydrolysis.",others-openset,https://openi.nlm.nih.gov/imgs/512/0/2853115/PMC2853115_gkp1194f3.png,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2853115,PMC2853115,PMC2853115_gkp1194f3.jpg,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2853115/bin/gkp1194f3.jpg
7,121375.0,Nucleic Acids Research,"NSrp70 interacts with ASF/SF2 and SC35 through the RS-like region of NSrp70. (A) HEK293T cells were cotransfected with pEGFP/NSrp70, pmCherry/NSrp70, pmCherry/SC35, pEGFP/ASF/SF2, pEGFP/PML3, pEGFP/SP100 or pEGFP/Daxx. Each transfectant was visualized in the live chamber by using a confocal microscope equipped with a 100× objective. For staining of the endogenous acetylated histone (Act-His), pEGFP/NSrp70-transfected cells were cultured on an 18-mm cover glass for 24 h, and then stained with rabbit polyconal anti-human acetyl-histone H2A (Lys5) antibody followed by TRITC-conjugated anti-rabbit antibody. (B) Coimmunoprecipitation of NSrp70 with ASF/SF2 or SC35. Left: HEK293T cells were transfected with pCS4-3Myc/NSrp70 and the indicated constructs, and then the cell extracts (1 mg) were immunoprecipitated with 50 µl of anti-GFP antibody-conjugated Sepharose 4B slush. Immune complexes were resolved on an SDS–PAGE gel and blotted. The presence of NSrp70 was determined by using an anti-Myc antibody. The expression of indicated constructs was shown by western blotting. Right: HEK293T cells were immunoprecipitated with anti-NSrp70 antibody-conjugated Sepharose 4B slush. Immune complexes were resolved as described above and blotted with an anti-ASF/SF2 or SC35 antibodies. (C–E) HEK293T cells were transfected with pCS4-3Myc/SC35 or pCS4-3Myc/ASF/SF2 and the indicated mutant constructs of NSrp70 (M11, M12, M13, or M15). Immunoprecipitation was performed as described above.",others-openset,https://openi.nlm.nih.gov/imgs/512/77/3105421/PMC3105421_gkq1267f5.png,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3105421,PMC3105421,PMC3105421_gkq1267f5.jpg,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3105421/bin/gkq1267f5.jpg
8,19211.0,Nucleic Acids Research,"Map of GEPAS functionalities as a subway line. Data (Affimetrix, two-colour or raw) are introduced from the left side and pass through the preprocessor. Then different types of analyses can be performed: gene selection (T-rex) in different situations (two or more classes, correlation or survival; see text for details) or class discovery (Tnasas) are two types of supervised analyses. Array-CGH data can be analysed through the red line ISACGH. Unsupervised analysis can also be performed using different methods. CAAT allows to map co-expressed genes on their chromosomal coordinates allowing the study of RIDGES (54). All the tools end up in Babelomics (11), that allows for two different types of analysis: comparison of two sets of genes of analysis or blocks of functionally related genes.",microarrays,https://openi.nlm.nih.gov/imgs/512/230/1538867/PMC1538867_gkl197f1.png,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1538867,PMC1538867,PMC1538867_gkl197f1.jpg,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1538867/bin/gkl197f1.jpg
9,104265.0,The Journal Of Cell Biology,"ALPS Fas mutations and patient cells display defective SPOTS formation and receptor downmodulation. (A) Cos-7 cells transiently transfected with the indicated Fas-YFP fusion proteins were treated with 1 μg/ml of APO-1 and 0.1 μg/ml of protein A for 30 min at 37°C and z-stack images of live cells were acquired by confocal microscopy and shown as in Fig. 2. (B) EBV-transformed B cell lines from healthy donors or patients with the indicated mutations were treated with anti-Fas for 1 h, stained for Fas as described in Materials and methods, and visually scored for receptor surface clustering or capping, with the total percentage of capped or clustered Fas given below each panel. Mid-cell confocal sections and three-dimensional reconstructions of representative cells are shown for anti-Fas–treated (bottom) or untreated (top) cells. Insets show three-dimensional reconstruction of z-stack images for a representative cell in each condition. The numbers below each panel represent the percentage of cells exhibiting SPOTS or caps after anti-Fas treatment. (C) Quantitation of surface Fas after treatment of the indicated EBV patient-derived cells with anti-Fas and normal cells treated with or without the zVAD-fmk caspase inhibitor.",microscopy,https://openi.nlm.nih.gov/imgs/512/377/2172594/PMC2172594_200406101f8.png,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2172594,PMC2172594,PMC2172594_200406101f8.jpg,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2172594/bin/200406101f8.jpg
